Name,Text,Type
547.Friend-Circles,"There are n cities. Some of them are connected, while some are not. If city a is connected directly with city b, and city b is connected directly with city c, then city a is connected indirectly with city c.A province is a group of directly or indirectly connected cities and no other cities outside of the group.You are given an n x n matrix isConnected where isConnected[i][j] = 1 if the ith city and the jth city are directly connected, and isConnected[i][j] = 0 otherwise.Return the total number of provinces. Example 1:Example 2: Constraints:",Union_Find
200.Number-of-Islands,"Given an m x n 2D binary grid grid which represents a map of '1's (land) and '0's (water), return the number of islands.An island is surrounded by water and is formed by connecting adjacent lands horizontally or vertically. You may assume all four edges of the grid are all surrounded by water. Example 1:Example 2: Constraints:",DFS
305.Number-of-Islands-II,PREMIUMLOCKED,Union_Find
130.Surrounded-Regions,"Given an m x n matrix board containing 'X' and 'O', capture all regions that are 4-directionally surrounded by 'X'.A region is captured by flipping all 'O's into 'X's in that surrounded region. Example 1:Example 2: Constraints:",Union_Find
128.Longest-Consecutive-Sequence,"Given an unsorted array of integers nums, return the length of the longest consecutive elements sequence.You must write an algorithm that runs in O(n) time. Example 1:Example 2: Constraints:",Union_Find
684.Redundant-Connection,"In this problem, a tree is an undirected graph that is connected and has no cycles.You are given a graph that started as a tree with n nodes labeled from 1 to n, with one additional edge added. The added edge has two different vertices chosen from 1 to n, and was not an edge that already existed. The graph is represented as an array edges of length n where edges[i] = [ai, bi] indicates that there is an edge between nodes ai and bi in the graph.Return an edge that can be removed so that the resulting graph is a tree of n nodes. If there are multiple answers, return the answer that occurs last in the input. Example 1:Example 2: Constraints:",Union_Find
685.Redundant-Connection-II,"In this problem, a rooted tree is a directed graph such that, there is exactly one node (the root) for which all other nodes are descendants of this node, plus every node has exactly one parent, except for the root node which has no parents.The given input is a directed graph that started as a rooted tree with n nodes (with distinct values from 1 to n), with one additional directed edge added. The added edge has two different vertices chosen from 1 to n, and was not an edge that already existed.The resulting graph is given as a 2D-array of edges. Each element of edges is a pair [ui, vi] that represents a directed edge connecting nodes ui and vi, where ui is a parent of child vi.Return an edge that can be removed so that the resulting graph is a rooted tree of n nodes. If there are multiple answers, return the answer that occurs last in the given 2D-array. Example 1:Example 2: Constraints:",Union_Find
721.Accounts-Merge,"Given a list of accounts where each element accounts[i] is a list of strings, where the first element accounts[i][0] is a name, and the rest of the elements are emails representing emails of the account.Now, we would like to merge these accounts. Two accounts definitely belong to the same person if there is some common email to both accounts. Note that even if two accounts have the same name, they may belong to different people as people could have the same name. A person can have any number of accounts initially, but all of their accounts definitely have the same name.After merging the accounts, return the accounts in the following format: the first element of each account is the name, and the rest of the elements are emails in sorted order. The accounts themselves can be returned in any order. Example 1:Example 2: Constraints:",Union_Find
765.Couples-Holding-Hands,"There are n couples sitting in 2n seats arranged in a row and want to hold hands.The people and seats are represented by an integer array row where row[i] is the ID of the person sitting in the ith seat. The couples are numbered in order, the first couple being (0, 1), the second couple being (2, 3), and so on with the last couple being (2n - 2, 2n - 1).Return the minimum number of swaps so that every couple is sitting side by side. A swap consists of choosing any two people, then they stand up and switch seats. Example 1:Example 2: Constraints:",Union_Find
785.Is-Graph-Bipartite,"There is an undirected graph with n nodes, where each node is numbered between 0 and n - 1. You are given a 2D array graph, where graph[u] is an array of nodes that node u is adjacent to. More formally, for each v in graph[u], there is an undirected edge between node u and node v. The graph has the following properties:A graph is bipartite if the nodes can be partitioned into two independent sets A and B such that every edge in the graph connects a node in set A and a node in set B.Return true if and only if it is bipartite. Example 1:Example 2: Constraints:",BFS
924.Minimize-Malware-Spread,"You are given a network of n nodes represented as an n x n adjacency matrix graph, where the ith node is directly connected to the jth node if graph[i][j] == 1.Some nodes initial are initially infected by malware. Whenever two nodes are directly connected, and at least one of those two nodes is infected by malware, both nodes will be infected by malware. This spread of malware will continue until no more nodes can be infected in this manner.Suppose M(initial) is the final number of nodes infected with malware in the entire network after the spread of malware stops. We will remove exactly one node from initial.Return the node that, if removed, would minimize M(initial). If multiple nodes could be removed to minimize M(initial), return such a node with the smallest index.Note that if a node was removed from the initial list of infected nodes, it might still be infected later due to the malware spread. Example 1:Example 2:Example 3: Constraints:",Union_Find
947.Most-Stones-Removed-with-Same-Row-or-Column,"On a 2D plane, we place n stones at some integer coordinate points. Each coordinate point may have at most one stone.A stone can be removed if it shares either the same row or the same column as another stone that has not been removed.Given an array stones of length n where stones[i] = [xi, yi] represents the location of the ith stone, return the largest possible number of stones that can be removed. Example 1:Example 2:Example 3: Constraints:",Union_Find
959.Regions-Cut-By-Slashes,"An n x n grid is composed of 1 x 1 squares where each 1 x 1 square consists of a '/', '\', or blank space ' '. These characters divide the square into contiguous regions.Given the grid grid represented as a string array, return the number of regions.Note that backslash characters are escaped, so a '\' is represented as '\\'. Example 1:Example 2:Example 3: Constraints:",DFS
990.Satisfiability-of-Equality-Equations,PREMIUMLOCKED,Union_Find
1061.Lexicographically-Smallest-Equivalent-String,NOLEETCODE LINK,Union_Find
1101.The-Earliest-Moment-When-Everyone-Become-Friends,PREMIUMLOCKED,Union_Find
1202.Smallest-String-With-Swaps,"You are given a string s, and an array of pairs of indices in the string pairs where pairs[i] = [a, b] indicates 2 indices(0-indexed) of the string.You can swap the characters at any pair of indices in the given pairs any number of times.Return the lexicographically smallest string that s can be changed to after using the swaps. Example 1:Example 2:Example 3: Constraints:",Union_Find
1319.Number-of-Operations-to-Make-Network-Connected,"There are n computers numbered from 0 to n - 1 connected by ethernet cables connections forming a network where connections[i] = [ai, bi] represents a connection between computers ai and bi. Any computer can reach any other computer directly or indirectly through the network.You are given an initial computer network connections. You can extract certain cables between two directly connected computers, and place them between any pair of disconnected computers to make them directly connected.Return the minimum number of times you need to do this in order to make all the computers connected. If it is not possible, return -1. Example 1:Example 2:Example 3: Constraints:",Union_Find
1632.Rank-Transform-of-a-Matrix,NOLEETCODE LINK,Union_Find
1631.Path-With-Minimum-Effort,NOLEETCODE LINK,Union_Find
1697.Checking-Existence-of-Edge-Length-Limited-Paths,NOLEETCODE LINK,Union_Find
1724.Checking-Existence-of-Edge-Length-Limited-Paths-II,NOLEETCODE LINK,Union_Find
1722.Minimize-Hamming-Distance-After-Swap-Operations,NOLEETCODE LINK,Union_Find
803.Bricks-Falling-When-Hit,"You are given an m x n binary grid, where each 1 represents a brick and 0 represents an empty space. A brick is stable if:You are also given an array hits, which is a sequence of erasures we want to apply. Each time we want to erase the brick at the location hits[i] = (rowi, coli). The brick on that location (if it exists) will disappear. Some other bricks may no longer be stable because of that erasure and will fall. Once a brick falls, it is immediately erased from the grid (i.e., it does not land on other stable bricks).Return an array result, where each result[i] is the number of bricks that will fall after the ith erasure is applied.Note that an erasure may refer to a location with no brick, and if it does, no bricks drop. Example 1:Example 2: Constraints:",DFS
